month_day,month,day,date_label,date_slug,card_code,card_label,rank,suit,solar_value,card_slug,canonical_card_url,birthday_url,record_type,exceptional_day_rule,claim_classification,methodology_url,dataset_version
04-15,4,15,April 15,april-15,6♦,6 of Diamonds,6,diamonds,32,6-of-diamonds,https://cardblueprints.com/birth-card/6-of-diamonds,https://cardblueprints.com/born-on/april-15,standard_card,,deterministic_date_to_card_mapping,https://cardblueprints.com/methodology,2026-08-15
04-16,4,16,April 16,april-16,5♦,5 of Diamonds,5,diamonds,31,5-of-diamonds,https://cardblueprints.com/birth-card/5-of-diamonds,https://cardblueprints.com/born-on/april-16,standard_card,,deterministic_date_to_card_mapping,https://cardblueprints.com/methodology,2026-08-15
04-17,4,17,April 17,april-17,4♦,4 of Diamonds,4,diamonds,30,4-of-diamonds,https://cardblueprints.com/birth-card/4-of-diamonds,https://cardblueprints.com/born-on/april-17,standard_card,,deterministic_date_to_card_mapping,https://cardblueprints.com/methodology,2026-08-15
04-18,4,18,April 18,april-18,3♦,3 of Diamonds,3,diamonds,29,3-of-diamonds,https://cardblueprints.com/birth-card/3-of-diamonds,https://cardblueprints.com/born-on/april-18,standard_card,,deterministic_date_to_card_mapping,https://cardblueprints.com/methodology,2026-08-15
04-19,4,19,April 19,april-19,2♦,2 of Diamonds,2,diamonds,28,2-of-diamonds,https://cardblueprints.com/birth-card/2-of-diamonds,https://cardblueprints.com/born-on/april-19,standard_card,,deterministic_date_to_card_mapping,https://cardblueprints.com/methodology,2026-08-15
04-20,4,20,April 20,april-20,A♦,Ace of Diamonds,A,diamonds,27,ace-of-diamonds,https://cardblueprints.com/birth-card/ace-of-diamonds,https://cardblueprints.com/born-on/april-20,standard_card,,deterministic_date_to_card_mapping,https://cardblueprints.com/methodology,2026-08-15
04-21,4,21,April 21,april-21,K♣,King of Clubs,K,clubs,26,king-of-clubs,https://cardblueprints.com/birth-card/king-of-clubs,https://cardblueprints.com/born-on/april-21,standard_card,,deterministic_date_to_card_mapping,https://cardblueprints.com/methodology,2026-08-15
04-22,4,22,April 22,april-22,Q♣,Queen of Clubs,Q,clubs,25,queen-of-clubs,https://cardblueprints.com/birth-card/queen-of-clubs,https://cardblueprints.com/born-on/april-22,standard_card,,deterministic_date_to_card_mapping,https://cardblueprints.com/methodology,2026-08-15
04-23,4,23,April 23,april-23,J♣,Jack of Clubs,J,clubs,24,jack-of-clubs,https://cardblueprints.com/birth-card/jack-of-clubs,https://cardblueprints.com/born-on/april-23,standard_card,,deterministic_date_to_card_mapping,https://cardblueprints.com/methodology,2026-08-15
04-24,4,24,April 24,april-24,10♣,10 of Clubs,10,clubs,23,10-of-clubs,https://cardblueprints.com/birth-card/10-of-clubs,https://cardblueprints.com/born-on/april-24,standard_card,,deterministic_date_to_card_mapping,https://cardblueprints.com/methodology,2026-08-15
04-25,4,25,April 25,april-25,9♣,9 of Clubs,9,clubs,22,9-of-clubs,https://cardblueprints.com/birth-card/9-of-clubs,https://cardblueprints.com/born-on/april-25,standard_card,,deterministic_date_to_card_mapping,https://cardblueprints.com/methodology,2026-08-15
04-26,4,26,April 26,april-26,8♣,8 of Clubs,8,clubs,21,8-of-clubs,https://cardblueprints.com/birth-card/8-of-clubs,https://cardblueprints.com/born-on/april-26,standard_card,,deterministic_date_to_card_mapping,https://cardblueprints.com/methodology,2026-08-15
04-27,4,27,April 27,april-27,7♣,7 of Clubs,7,clubs,20,7-of-clubs,https://cardblueprints.com/birth-card/7-of-clubs,https://cardblueprints.com/born-on/april-27,standard_card,,deterministic_date_to_card_mapping,https://cardblueprints.com/methodology,2026-08-15
04-28,4,28,April 28,april-28,6♣,6 of Clubs,6,clubs,19,6-of-clubs,https://cardblueprints.com/birth-card/6-of-clubs,https://cardblueprints.com/born-on/april-28,standard_card,,deterministic_date_to_card_mapping,https://cardblueprints.com/methodology,2026-08-15
04-29,4,29,April 29,april-29,5♣,5 of Clubs,5,clubs,18,5-of-clubs,https://cardblueprints.com/birth-card/5-of-clubs,https://cardblueprints.com/born-on/april-29,standard_card,,deterministic_date_to_card_mapping,https://cardblueprints.com/methodology,2026-08-15
04-30,4,30,April 30,april-30,4♣,4 of Clubs,4,clubs,17,4-of-clubs,https://cardblueprints.com/birth-card/4-of-clubs,https://cardblueprints.com/born-on/april-30,standard_card,,deterministic_date_to_card_mapping,https://cardblueprints.com/methodology,2026-08-15
05-01,5,1,May 1,may-1,5♠,5 of Spades,5,spades,44,5-of-spades,https://cardblueprints.com/birth-card/5-of-spades,https://cardblueprints.com/born-on/may-1,standard_card,,deterministic_date_to_card_mapping,https://cardblueprints.com/methodology,2026-08-15
05-02,5,2,May 2,may-2,4♠,4 of Spades,4,spades,43,4-of-spades,https://cardblueprints.com/birth-card/4-of-spades,https://cardblueprints.com/born-on/may-2,standard_card,,deterministic_date_to_card_mapping,https://cardblueprints.com/methodology,2026-08-15
05-03,5,3,May 3,may-3,3♠,3 of Spades,3,spades,42,3-of-spades,https://cardblueprints.com/birth-card/3-of-spades,https://cardblueprints.com/born-on/may-3,standard_card,,deterministic_date_to_card_mapping,https://cardblueprints.com/methodology,2026-08-15
05-04,5,4,May 4,may-4,2♠,2 of Spades,2,spades,41,2-of-spades,https://cardblueprints.com/birth-card/2-of-spades,https://cardblueprints.com/born-on/may-4,standard_card,,deterministic_date_to_card_mapping,https://cardblueprints.com/methodology,2026-08-15
05-05,5,5,May 5,may-5,A♠,Ace of Spades,A,spades,40,ace-of-spades,https://cardblueprints.com/birth-card/ace-of-spades,https://cardblueprints.com/born-on/may-5,standard_card,,deterministic_date_to_card_mapping,https://cardblueprints.com/methodology,2026-08-15
05-06,5,6,May 6,may-6,K♦,King of Diamonds,K,diamonds,39,king-of-diamonds,https://cardblueprints.com/birth-card/king-of-diamonds,https://cardblueprints.com/born-on/may-6,standard_card,,deterministic_date_to_card_mapping,https://cardblueprints.com/methodology,2026-08-15
05-07,5,7,May 7,may-7,Q♦,Queen of Diamonds,Q,diamonds,38,queen-of-diamonds,https://cardblueprints.com/birth-card/queen-of-diamonds,https://cardblueprints.com/born-on/may-7,standard_card,,deterministic_date_to_card_mapping,https://cardblueprints.com/methodology,2026-08-15
05-08,5,8,May 8,may-8,J♦,Jack of Diamonds,J,diamonds,37,jack-of-diamonds,https://cardblueprints.com/birth-card/jack-of-diamonds,https://cardblueprints.com/born-on/may-8,standard_card,,deterministic_date_to_card_mapping,https://cardblueprints.com/methodology,2026-08-15
05-09,5,9,May 9,may-9,10♦,10 of Diamonds,10,diamonds,36,10-of-diamonds,https://cardblueprints.com/birth-card/10-of-diamonds,https://cardblueprints.com/born-on/may-9,standard_card,,deterministic_date_to_card_mapping,https://cardblueprints.com/methodology,2026-08-15
05-10,5,10,May 10,may-10,9♦,9 of Diamonds,9,diamonds,35,9-of-diamonds,https://cardblueprints.com/birth-card/9-of-diamonds,https://cardblueprints.com/born-on/may-10,standard_card,,deterministic_date_to_card_mapping,https://cardblueprints.com/methodology,2026-08-15
05-11,5,11,May 11,may-11,8♦,8 of Diamonds,8,diamonds,34,8-of-diamonds,https://cardblueprints.com/birth-card/8-of-diamonds,https://cardblueprints.com/born-on/may-11,standard_card,,deterministic_date_to_card_mapping,https://cardblueprints.com/methodology,2026-08-15
05-12,5,12,May 12,may-12,7♦,7 of Diamonds,7,diamonds,33,7-of-diamonds,https://cardblueprints.com/birth-card/7-of-diamonds,https://cardblueprints.com/born-on/may-12,standard_card,,deterministic_date_to_card_mapping,https://cardblueprints.com/methodology,2026-08-15
05-13,5,13,May 13,may-13,6♦,6 of Diamonds,6,diamonds,32,6-of-diamonds,https://cardblueprints.com/birth-card/6-of-diamonds,https://cardblueprints.com/born-on/may-13,standard_card,,deterministic_date_to_card_mapping,https://cardblueprints.com/methodology,2026-08-15
05-14,5,14,May 14,may-14,5♦,5 of Diamonds,5,diamonds,31,5-of-diamonds,https://cardblueprints.com/birth-card/5-of-diamonds,https://cardblueprints.com/born-on/may-14,standard_card,,deterministic_date_to_card_mapping,https://cardblueprints.com/methodology,2026-08-15
05-15,5,15,May 15,may-15,4♦,4 of Diamonds,4,diamonds,30,4-of-diamonds,https://cardblueprints.com/birth-card/4-of-diamonds,https://cardblueprints.com/born-on/may-15,standard_card,,deterministic_date_to_card_mapping,https://cardblueprints.com/methodology,2026-08-15
05-16,5,16,May 16,may-16,3♦,3 of Diamonds,3,diamonds,29,3-of-diamonds,https://cardblueprints.com/birth-card/3-of-diamonds,https://cardblueprints.com/born-on/may-16,standard_card,,deterministic_date_to_card_mapping,https://cardblueprints.com/methodology,2026-08-15
05-17,5,17,May 17,may-17,2♦,2 of Diamonds,2,diamonds,28,2-of-diamonds,https://cardblueprints.com/birth-card/2-of-diamonds,https://cardblueprints.com/born-on/may-17,standard_card,,deterministic_date_to_card_mapping,https://cardblueprints.com/methodology,2026-08-15
05-18,5,18,May 18,may-18,A♦,Ace of Diamonds,A,diamonds,27,ace-of-diamonds,https://cardblueprints.com/birth-card/ace-of-diamonds,https://cardblueprints.com/born-on/may-18,standard_card,,deterministic_date_to_card_mapping,https://cardblueprints.com/methodology,2026-08-15
05-19,5,19,May 19,may-19,K♣,King of Clubs,K,clubs,26,king-of-clubs,https://cardblueprints.com/birth-card/king-of-clubs,https://cardblueprints.com/born-on/may-19,standard_card,,deterministic_date_to_card_mapping,https://cardblueprints.com/methodology,2026-08-15
05-20,5,20,May 20,may-20,Q♣,Queen of Clubs,Q,clubs,25,queen-of-clubs,https://cardblueprints.com/birth-card/queen-of-clubs,https://cardblueprints.com/born-on/may-20,standard_card,,deterministic_date_to_card_mapping,https://cardblueprints.com/methodology,2026-08-15
05-21,5,21,May 21,may-21,J♣,Jack of Clubs,J,clubs,24,jack-of-clubs,https://cardblueprints.com/birth-card/jack-of-clubs,https://cardblueprints.com/born-on/may-21,standard_card,,deterministic_date_to_card_mapping,https://cardblueprints.com/methodology,2026-08-15
05-22,5,22,May 22,may-22,10♣,10 of Clubs,10,clubs,23,10-of-clubs,https://cardblueprints.com/birth-card/10-of-clubs,https://cardblueprints.com/born-on/may-22,standard_card,,deterministic_date_to_card_mapping,https://cardblueprints.com/methodology,2026-08-15
05-23,5,23,May 23,may-23,9♣,9 of Clubs,9,clubs,22,9-of-clubs,https://cardblueprints.com/birth-card/9-of-clubs,https://cardblueprints.com/born-on/may-23,standard_card,,deterministic_date_to_card_mapping,https://cardblueprints.com/methodology,2026-08-15
05-24,5,24,May 24,may-24,8♣,8 of Clubs,8,clubs,21,8-of-clubs,https://cardblueprints.com/birth-card/8-of-clubs,https://cardblueprints.com/born-on/may-24,standard_card,,deterministic_date_to_card_mapping,https://cardblueprints.com/methodology,2026-08-15
05-25,5,25,May 25,may-25,7♣,7 of Clubs,7,clubs,20,7-of-clubs,https://cardblueprints.com/birth-card/7-of-clubs,https://cardblueprints.com/born-on/may-25,standard_card,,deterministic_date_to_card_mapping,https://cardblueprints.com/methodology,2026-08-15
05-26,5,26,May 26,may-26,6♣,6 of Clubs,6,clubs,19,6-of-clubs,https://cardblueprints.com/birth-card/6-of-clubs,https://cardblueprints.com/born-on/may-26,standard_card,,deterministic_date_to_card_mapping,https://cardblueprints.com/methodology,2026-08-15
05-27,5,27,May 27,may-27,5♣,5 of Clubs,5,clubs,18,5-of-clubs,https://cardblueprints.com/birth-card/5-of-clubs,https://cardblueprints.com/born-on/may-27,standard_card,,deterministic_date_to_card_mapping,https://cardblueprints.com/methodology,2026-08-15
05-28,5,28,May 28,may-28,4♣,4 of Clubs,4,clubs,17,4-of-clubs,https://cardblueprints.com/birth-card/4-of-clubs,https://cardblueprints.com/born-on/may-28,standard_card,,deterministic_date_to_card_mapping,https://cardblueprints.com/methodology,2026-08-15
05-29,5,29,May 29,may-29,3♣,3 of Clubs,3,clubs,16,3-of-clubs,https://cardblueprints.com/birth-card/3-of-clubs,https://cardblueprints.com/born-on/may-29,standard_card,,deterministic_date_to_card_mapping,https://cardblueprints.com/methodology,2026-08-15
05-30,5,30,May 30,may-30,2♣,2 of Clubs,2,clubs,15,2-of-clubs,https://cardblueprints.com/birth-card/2-of-clubs,https://cardblueprints.com/born-on/may-30,standard_card,,deterministic_date_to_card_mapping,https://cardblueprints.com/methodology,2026-08-15
05-31,5,31,May 31,may-31,A♣,Ace of Clubs,A,clubs,14,ace-of-clubs,https://cardblueprints.com/birth-card/ace-of-clubs,https://cardblueprints.com/born-on/may-31,standard_card,,deterministic_date_to_card_mapping,https://cardblueprints.com/methodology,2026-08-15
06-01,6,1,June 1,june-1,3♠,3 of Spades,3,spades,42,3-of-spades,https://cardblueprints.com/birth-card/3-of-spades,https://cardblueprints.com/born-on/june-1,standard_card,,deterministic_date_to_card_mapping,https://cardblueprints.com/methodology,2026-08-15
06-02,6,2,June 2,june-2,2♠,2 of Spades,2,spades,41,2-of-spades,https://cardblueprints.com/birth-card/2-of-spades,https://cardblueprints.com/born-on/june-2,standard_card,,deterministic_date_to_card_mapping,https://cardblueprints.com/methodology,2026-08-15
06-03,6,3,June 3,june-3,A♠,Ace of Spades,A,spades,40,ace-of-spades,https://cardblueprints.com/birth-card/ace-of-spades,https://cardblueprints.com/born-on/june-3,standard_card,,deterministic_date_to_card_mapping,https://cardblueprints.com/methodology,2026-08-15
06-04,6,4,June 4,june-4,K♦,King of Diamonds,K,diamonds,39,king-of-diamonds,https://cardblueprints.com/birth-card/king-of-diamonds,https://cardblueprints.com/born-on/june-4,standard_card,,deterministic_date_to_card_mapping,https://cardblueprints.com/methodology,2026-08-15
06-05,6,5,June 5,june-5,Q♦,Queen of Diamonds,Q,diamonds,38,queen-of-diamonds,https://cardblueprints.com/birth-card/queen-of-diamonds,https://cardblueprints.com/born-on/june-5,standard_card,,deterministic_date_to_card_mapping,https://cardblueprints.com/methodology,2026-08-15
06-06,6,6,June 6,june-6,J♦,Jack of Diamonds,J,diamonds,37,jack-of-diamonds,https://cardblueprints.com/birth-card/jack-of-diamonds,https://cardblueprints.com/born-on/june-6,standard_card,,deterministic_date_to_card_mapping,https://cardblueprints.com/methodology,2026-08-15
06-07,6,7,June 7,june-7,10♦,10 of Diamonds,10,diamonds,36,10-of-diamonds,https://cardblueprints.com/birth-card/10-of-diamonds,https://cardblueprints.com/born-on/june-7,standard_card,,deterministic_date_to_card_mapping,https://cardblueprints.com/methodology,2026-08-15
06-08,6,8,June 8,june-8,9♦,9 of Diamonds,9,diamonds,35,9-of-diamonds,https://cardblueprints.com/birth-card/9-of-diamonds,https://cardblueprints.com/born-on/june-8,standard_card,,deterministic_date_to_card_mapping,https://cardblueprints.com/methodology,2026-08-15
06-09,6,9,June 9,june-9,8♦,8 of Diamonds,8,diamonds,34,8-of-diamonds,https://cardblueprints.com/birth-card/8-of-diamonds,https://cardblueprints.com/born-on/june-9,standard_card,,deterministic_date_to_card_mapping,https://cardblueprints.com/methodology,2026-08-15
06-10,6,10,June 10,june-10,7♦,7 of Diamonds,7,diamonds,33,7-of-diamonds,https://cardblueprints.com/birth-card/7-of-diamonds,https://cardblueprints.com/born-on/june-10,standard_card,,deterministic_date_to_card_mapping,https://cardblueprints.com/methodology,2026-08-15
06-11,6,11,June 11,june-11,6♦,6 of Diamonds,6,diamonds,32,6-of-diamonds,https://cardblueprints.com/birth-card/6-of-diamonds,https://cardblueprints.com/born-on/june-11,standard_card,,deterministic_date_to_card_mapping,https://cardblueprints.com/methodology,2026-08-15
06-12,6,12,June 12,june-12,5♦,5 of Diamonds,5,diamonds,31,5-of-diamonds,https://cardblueprints.com/birth-card/5-of-diamonds,https://cardblueprints.com/born-on/june-12,standard_card,,deterministic_date_to_card_mapping,https://cardblueprints.com/methodology,2026-08-15
06-13,6,13,June 13,june-13,4♦,4 of Diamonds,4,diamonds,30,4-of-diamonds,https://cardblueprints.com/birth-card/4-of-diamonds,https://cardblueprints.com/born-on/june-13,standard_card,,deterministic_date_to_card_mapping,https://cardblueprints.com/methodology,2026-08-15
06-14,6,14,June 14,june-14,3♦,3 of Diamonds,3,diamonds,29,3-of-diamonds,https://cardblueprints.com/birth-card/3-of-diamonds,https://cardblueprints.com/born-on/june-14,standard_card,,deterministic_date_to_card_mapping,https://cardblueprints.com/methodology,2026-08-15
06-15,6,15,June 15,june-15,2♦,2 of Diamonds,2,diamonds,28,2-of-diamonds,https://cardblueprints.com/birth-card/2-of-diamonds,https://cardblueprints.com/born-on/june-15,standard_card,,deterministic_date_to_card_mapping,https://cardblueprints.com/methodology,2026-08-15
06-16,6,16,June 16,june-16,A♦,Ace of Diamonds,A,diamonds,27,ace-of-diamonds,https://cardblueprints.com/birth-card/ace-of-diamonds,https://cardblueprints.com/born-on/june-16,standard_card,,deterministic_date_to_card_mapping,https://cardblueprints.com/methodology,2026-08-15
06-17,6,17,June 17,june-17,K♣,King of Clubs,K,clubs,26,king-of-clubs,https://cardblueprints.com/birth-card/king-of-clubs,https://cardblueprints.com/born-on/june-17,standard_card,,deterministic_date_to_card_mapping,https://cardblueprints.com/methodology,2026-08-15
06-18,6,18,June 18,june-18,Q♣,Queen of Clubs,Q,clubs,25,queen-of-clubs,https://cardblueprints.com/birth-card/queen-of-clubs,https://cardblueprints.com/born-on/june-18,standard_card,,deterministic_date_to_card_mapping,https://cardblueprints.com/methodology,2026-08-15
06-19,6,19,June 19,june-19,J♣,Jack of Clubs,J,clubs,24,jack-of-clubs,https://cardblueprints.com/birth-card/jack-of-clubs,https://cardblueprints.com/born-on/june-19,standard_card,,deterministic_date_to_card_mapping,https://cardblueprints.com/methodology,2026-08-15
06-20,6,20,June 20,june-20,10♣,10 of Clubs,10,clubs,23,10-of-clubs,https://cardblueprints.com/birth-card/10-of-clubs,https://cardblueprints.com/born-on/june-20,standard_card,,deterministic_date_to_card_mapping,https://cardblueprints.com/methodology,2026-08-15
06-21,6,21,June 21,june-21,9♣,9 of Clubs,9,clubs,22,9-of-clubs,https://cardblueprints.com/birth-card/9-of-clubs,https://cardblueprints.com/born-on/june-21,standard_card,,deterministic_date_to_card_mapping,https://cardblueprints.com/methodology,2026-08-15
06-22,6,22,June 22,june-22,8♣,8 of Clubs,8,clubs,21,8-of-clubs,https://cardblueprints.com/birth-card/8-of-clubs,https://cardblueprints.com/born-on/june-22,standard_card,,deterministic_date_to_card_mapping,https://cardblueprints.com/methodology,2026-08-15
06-23,6,23,June 23,june-23,7♣,7 of Clubs,7,clubs,20,7-of-clubs,https://cardblueprints.com/birth-card/7-of-clubs,https://cardblueprints.com/born-on/june-23,standard_card,,deterministic_date_to_card_mapping,https://cardblueprints.com/methodology,2026-08-15
06-24,6,24,June 24,june-24,6♣,6 of Clubs,6,clubs,19,6-of-clubs,https://cardblueprints.com/birth-card/6-of-clubs,https://cardblueprints.com/born-on/june-24,standard_card,,deterministic_date_to_card_mapping,https://cardblueprints.com/methodology,2026-08-15
06-25,6,25,June 25,june-25,5♣,5 of Clubs,5,clubs,18,5-of-clubs,https://cardblueprints.com/birth-card/5-of-clubs,https://cardblueprints.com/born-on/june-25,standard_card,,deterministic_date_to_card_mapping,https://cardblueprints.com/methodology,2026-08-15
06-26,6,26,June 26,june-26,4♣,4 of Clubs,4,clubs,17,4-of-clubs,https://cardblueprints.com/birth-card/4-of-clubs,https://cardblueprints.com/born-on/june-26,standard_card,,deterministic_date_to_card_mapping,https://cardblueprints.com/methodology,2026-08-15
06-27,6,27,June 27,june-27,3♣,3 of Clubs,3,clubs,16,3-of-clubs,https://cardblueprints.com/birth-card/3-of-clubs,https://cardblueprints.com/born-on/june-27,standard_card,,deterministic_date_to_card_mapping,https://cardblueprints.com/methodology,2026-08-15
06-28,6,28,June 28,june-28,2♣,2 of Clubs,2,clubs,15,2-of-clubs,https://cardblueprints.com/birth-card/2-of-clubs,https://cardblueprints.com/born-on/june-28,standard_card,,deterministic_date_to_card_mapping,https://cardblueprints.com/methodology,2026-08-15
06-29,6,29,June 29,june-29,A♣,Ace of Clubs,A,clubs,14,ace-of-clubs,https://cardblueprints.com/birth-card/ace-of-clubs,https://cardblueprints.com/born-on/june-29,standard_card,,deterministic_date_to_card_mapping,https://cardblueprints.com/methodology,2026-08-15
06-30,6,30,June 30,june-30,K♥,King of Hearts,K,hearts,13,king-of-hearts,https://cardblueprints.com/birth-card/king-of-hearts,https://cardblueprints.com/born-on/june-30,standard_card,,deterministic_date_to_card_mapping,https://cardblueprints.com/methodology,2026-08-15
07-01,7,1,July 1,july-1,A♠,Ace of Spades,A,spades,40,ace-of-spades,https://cardblueprints.com/birth-card/ace-of-spades,https://cardblueprints.com/born-on/july-1,standard_card,,deterministic_date_to_card_mapping,https://cardblueprints.com/methodology,2026-08-15
07-02,7,2,July 2,july-2,K♦,King of Diamonds,K,diamonds,39,king-of-diamonds,https://cardblueprints.com/birth-card/king-of-diamonds,https://cardblueprints.com/born-on/july-2,standard_card,,deterministic_date_to_card_mapping,https://cardblueprints.com/methodology,2026-08-15
07-03,7,3,July 3,july-3,Q♦,Queen of Diamonds,Q,diamonds,38,queen-of-diamonds,https://cardblueprints.com/birth-card/queen-of-diamonds,https://cardblueprints.com/born-on/july-3,standard_card,,deterministic_date_to_card_mapping,https://cardblueprints.com/methodology,2026-08-15
07-04,7,4,July 4,july-4,J♦,Jack of Diamonds,J,diamonds,37,jack-of-diamonds,https://cardblueprints.com/birth-card/jack-of-diamonds,https://cardblueprints.com/born-on/july-4,standard_card,,deterministic_date_to_card_mapping,https://cardblueprints.com/methodology,2026-08-15
07-05,7,5,July 5,july-5,10♦,10 of Diamonds,10,diamonds,36,10-of-diamonds,https://cardblueprints.com/birth-card/10-of-diamonds,https://cardblueprints.com/born-on/july-5,standard_card,,deterministic_date_to_card_mapping,https://cardblueprints.com/methodology,2026-08-15
07-06,7,6,July 6,july-6,9♦,9 of Diamonds,9,diamonds,35,9-of-diamonds,https://cardblueprints.com/birth-card/9-of-diamonds,https://cardblueprints.com/born-on/july-6,standard_card,,deterministic_date_to_card_mapping,https://cardblueprints.com/methodology,2026-08-15
07-07,7,7,July 7,july-7,8♦,8 of Diamonds,8,diamonds,34,8-of-diamonds,https://cardblueprints.com/birth-card/8-of-diamonds,https://cardblueprints.com/born-on/july-7,standard_card,,deterministic_date_to_card_mapping,https://cardblueprints.com/methodology,2026-08-15
07-08,7,8,July 8,july-8,7♦,7 of Diamonds,7,diamonds,33,7-of-diamonds,https://cardblueprints.com/birth-card/7-of-diamonds,https://cardblueprints.com/born-on/july-8,standard_card,,deterministic_date_to_card_mapping,https://cardblueprints.com/methodology,2026-08-15
07-09,7,9,July 9,july-9,6♦,6 of Diamonds,6,diamonds,32,6-of-diamonds,https://cardblueprints.com/birth-card/6-of-diamonds,https://cardblueprints.com/born-on/july-9,standard_card,,deterministic_date_to_card_mapping,https://cardblueprints.com/methodology,2026-08-15
07-10,7,10,July 10,july-10,5♦,5 of Diamonds,5,diamonds,31,5-of-diamonds,https://cardblueprints.com/birth-card/5-of-diamonds,https://cardblueprints.com/born-on/july-10,standard_card,,deterministic_date_to_card_mapping,https://cardblueprints.com/methodology,2026-08-15
07-11,7,11,July 11,july-11,4♦,4 of Diamonds,4,diamonds,30,4-of-diamonds,https://cardblueprints.com/birth-card/4-of-diamonds,https://cardblueprints.com/born-on/july-11,standard_card,,deterministic_date_to_card_mapping,https://cardblueprints.com/methodology,2026-08-15
07-12,7,12,July 12,july-12,3♦,3 of Diamonds,3,diamonds,29,3-of-diamonds,https://cardblueprints.com/birth-card/3-of-diamonds,https://cardblueprints.com/born-on/july-12,standard_card,,deterministic_date_to_card_mapping,https://cardblueprints.com/methodology,2026-08-15
07-13,7,13,July 13,july-13,2♦,2 of Diamonds,2,diamonds,28,2-of-diamonds,https://cardblueprints.com/birth-card/2-of-diamonds,https://cardblueprints.com/born-on/july-13,standard_card,,deterministic_date_to_card_mapping,https://cardblueprints.com/methodology,2026-08-15
07-14,7,14,July 14,july-14,A♦,Ace of Diamonds,A,diamonds,27,ace-of-diamonds,https://cardblueprints.com/birth-card/ace-of-diamonds,https://cardblueprints.com/born-on/july-14,standard_card,,deterministic_date_to_card_mapping,https://cardblueprints.com/methodology,2026-08-15
07-15,7,15,July 15,july-15,K♣,King of Clubs,K,clubs,26,king-of-clubs,https://cardblueprints.com/birth-card/king-of-clubs,https://cardblueprints.com/born-on/july-15,standard_card,,deterministic_date_to_card_mapping,https://cardblueprints.com/methodology,2026-08-15
07-16,7,16,July 16,july-16,Q♣,Queen of Clubs,Q,clubs,25,queen-of-clubs,https://cardblueprints.com/birth-card/queen-of-clubs,https://cardblueprints.com/born-on/july-16,standard_card,,deterministic_date_to_card_mapping,https://cardblueprints.com/methodology,2026-08-15
07-17,7,17,July 17,july-17,J♣,Jack of Clubs,J,clubs,24,jack-of-clubs,https://cardblueprints.com/birth-card/jack-of-clubs,https://cardblueprints.com/born-on/july-17,standard_card,,deterministic_date_to_card_mapping,https://cardblueprints.com/methodology,2026-08-15
07-18,7,18,July 18,july-18,10♣,10 of Clubs,10,clubs,23,10-of-clubs,https://cardblueprints.com/birth-card/10-of-clubs,https://cardblueprints.com/born-on/july-18,standard_card,,deterministic_date_to_card_mapping,https://cardblueprints.com/methodology,2026-08-15
07-19,7,19,July 19,july-19,9♣,9 of Clubs,9,clubs,22,9-of-clubs,https://cardblueprints.com/birth-card/9-of-clubs,https://cardblueprints.com/born-on/july-19,standard_card,,deterministic_date_to_card_mapping,https://cardblueprints.com/methodology,2026-08-15
07-20,7,20,July 20,july-20,8♣,8 of Clubs,8,clubs,21,8-of-clubs,https://cardblueprints.com/birth-card/8-of-clubs,https://cardblueprints.com/born-on/july-20,standard_card,,deterministic_date_to_card_mapping,https://cardblueprints.com/methodology,2026-08-15
07-21,7,21,July 21,july-21,7♣,7 of Clubs,7,clubs,20,7-of-clubs,https://cardblueprints.com/birth-card/7-of-clubs,https://cardblueprints.com/born-on/july-21,standard_card,,deterministic_date_to_card_mapping,https://cardblueprints.com/methodology,2026-08-15
07-22,7,22,July 22,july-22,6♣,6 of Clubs,6,clubs,19,6-of-clubs,https://cardblueprints.com/birth-card/6-of-clubs,https://cardblueprints.com/born-on/july-22,standard_card,,deterministic_date_to_card_mapping,https://cardblueprints.com/methodology,2026-08-15
07-23,7,23,July 23,july-23,5♣,5 of Clubs,5,clubs,18,5-of-clubs,https://cardblueprints.com/birth-card/5-of-clubs,https://cardblueprints.com/born-on/july-23,standard_card,,deterministic_date_to_card_mapping,https://cardblueprints.com/methodology,2026-08-15
07-24,7,24,July 24,july-24,4♣,4 of Clubs,4,clubs,17,4-of-clubs,https://cardblueprints.com/birth-card/4-of-clubs,https://cardblueprints.com/born-on/july-24,standard_card,,deterministic_date_to_card_mapping,https://cardblueprints.com/methodology,2026-08-15
07-25,7,25,July 25,july-25,3♣,3 of Clubs,3,clubs,16,3-of-clubs,https://cardblueprints.com/birth-card/3-of-clubs,https://cardblueprints.com/born-on/july-25,standard_card,,deterministic_date_to_card_mapping,https://cardblueprints.com/methodology,2026-08-15
07-26,7,26,July 26,july-26,2♣,2 of Clubs,2,clubs,15,2-of-clubs,https://cardblueprints.com/birth-card/2-of-clubs,https://cardblueprints.com/born-on/july-26,standard_card,,deterministic_date_to_card_mapping,https://cardblueprints.com/methodology,2026-08-15
07-27,7,27,July 27,july-27,A♣,Ace of Clubs,A,clubs,14,ace-of-clubs,https://cardblueprints.com/birth-card/ace-of-clubs,https://cardblueprints.com/born-on/july-27,standard_card,,deterministic_date_to_card_mapping,https://cardblueprints.com/methodology,2026-08-15
07-28,7,28,July 28,july-28,K♥,King of Hearts,K,hearts,13,king-of-hearts,https://cardblueprints.com/birth-card/king-of-hearts,https://cardblueprints.com/born-on/july-28,standard_card,,deterministic_date_to_card_mapping,https://cardblueprints.com/methodology,2026-08-15
